ISO_3,year,Prevalence of anemia among women of reproductive age (% of women ages 15-49),Women's share of population ages 15+ living with HIV (%),"Prevalence of HIV, total (% of population ages 15-49)","Mortality rate, under-5 (per 1,000 live births)","Mortality rate, neonatal (per 1,000 live births)",People using at least basic drinking water services (% of population),"Incidence of HIV, ages 15-49 (per 1,000 uninfected population ages 15-49)",Antiretroviral therapy coverage for PMTCT (% of pregnant women living with HIV),"Immunization, HepB3 (% of one-year-old children)","Immunization, DPT (% of children ages 12-23 months)","Immunization, measles (% of children ages 12-23 months)","Hospital beds (per 1,000 people)",People using at least basic sanitation services (% of population),Births attended by skilled health staff (% of total),People with basic handwashing facilities including soap and water (% of population),"Maternal mortality ratio (modeled estimate, per 100,000 live births)",People practicing open defecation (% of population),"Mortality rate attributed to unintentional poisoning (per 100,000 population)",People using safely managed sanitation services (% of population),Current health expenditure (% of GDP),Prevalence of undernourishment (% of population),"Adolescent fertility rate (births per 1,000 women ages 15-19)","Life expectancy at birth, total (years)"
BHR,2002,41.8,22.3300970873786,,11.6,4.1,99.9547887625528,,,98.0,98.0,99.0,2.57,99.9436179115799,97.6,,25.0,0.0,0.2,86.5708067145975,3.67866111,,11.332,76.088
BHR,2003,41.3,23.1481481481481,,11.3,3.9,99.9528504435767,,,98.0,97.0,99.0,2.45,99.9485021578926,97.8,,25.0,0.0,0.2,86.8870490536968,3.88658071,,15.692,76.337
BHR,2004,40.7,23.0434782608696,,11.0,3.7,99.9509121246006,,,98.0,98.0,99.0,2.29,99.9533864042052,97.7,,22.0,0.0,0.2,87.2032913927961,3.49817729,,20.982,76.56
BHR,2005,40.1,23.3606557377049,,10.7,3.6,99.9489738056245,,,98.0,98.0,99.0,2.25,99.9582706505178,97.5,,21.0,0.0,0.2,87.4979749660731,3.25870824,,19.965,76.931
BHR,2006,39.4,23.3716475095785,,10.3,3.4,99.9470354866484,,,98.0,98.0,99.0,2.1,99.9631548968304,97.5,,21.0,0.0,0.2,87.7720285700187,3.10821271,,16.86,77.156
BHR,2007,38.7,22.7758007117438,,9.9,3.3,99.9450971676723,,,97.0,97.0,99.0,1.96,99.968039143143,97.4,,18.0,0.0,0.2,88.0457789437881,3.29534078,,15.109,77.634
BHR,2008,38.0,22.1854304635762,,9.5,3.2,99.9431588486962,,,97.0,97.0,99.0,1.89,99.9729233894557,97.5,,18.0,0.0,0.2,88.3192260873812,3.2038722,,14.399,78.084
BHR,2009,37.4,21.5384615384615,,9.1,3.2,99.9412205297201,,,98.0,98.0,99.0,1.77,99.9778076357683,99.4,,18.0,0.0,0.2,88.5923700007982,4.32666922,,15.257,78.461
BHR,2010,36.9,21.25,,8.7,3.2,99.939282210744,,,99.0,99.0,99.0,1.76,99.9826918820809,99.3,,20.0,0.0,0.2,88.865210684039,4.08934975,,14.546,78.748
BHR,2011,36.5,20.5696202531646,,8.4,3.2,99.9373438917679,,,99.0,99.0,99.0,2.05,99.9875761283935,99.6,,19.0,0.0,0.2,89.1377481371035,3.8651762,,14.748,78.89
BHR,2012,36.3,19.7568389057751,,8.2,3.2,99.9354055727918,,,99.0,99.0,99.0,2.0,99.9924603747062,99.8,,18.0,0.0,0.2,89.4099823599919,4.10642147,,15.009,79.081
BHR,2013,36.1,19.8813056379822,,7.9,3.3,99.9334672538156,,,99.0,99.0,99.0,2.01,99.9973446210188,99.8,,16.0,0.0,0.2,89.6819133527039,4.30853891,,16.284,79.246
BHR,2014,35.8,19.6531791907514,,7.8,3.3,99.9315289348395,,,98.0,99.0,99.0,1.96,100.0,99.8,,15.0,0.0,0.2,89.952431764699,4.41240263,,15.51,79.328
BHR,2015,35.7,18.6813186813187,,7.6,3.2,99.9295906158634,,,98.0,98.0,99.0,1.9,100.0,99.9,,16.0,0.0,0.2,90.221327017958,4.97671938,,15.09,79.405
BHR,2016,35.6,17.7083333333333,,7.5,3.2,99.9276522968873,,,99.0,99.0,99.0,1.84,100.0,99.7,,15.0,0.0,0.2,90.4899213826798,4.86051178,,14.105,79.557
BHR,2017,35.6,16.953316953317,,7.3,3.1,99.9257139779112,,,98.0,97.0,99.0,1.77,100.0,99.9,,15.0,0.0,0.2,90.7582148588645,4.51235676,,12.987,79.689
BHR,2018,35.5,17.0673076923077,,7.2,3.1,99.9237756589351,,,99.0,99.0,99.0,1.8,100.0,99.6,,14.0,0.0,0.2,91.0262074465122,4.12745667,,11.692,79.857
BHR,2019,35.4,16.7058823529412,,7.0,3.0,99.921837339959,,,99.0,99.0,99.0,1.74,100.0,99.6,,15.0,0.0,0.3,91.2938991456227,3.95980334,,9.16,80.019
BHR,2020,,16.4319248826291,,6.9,2.9,99.9198990209829,,,98.0,98.0,99.0,,100.0,,,16.0,0.0,,91.6055158431153,4.71684837,,8.021,79.174
BHR,2021,,16.2844036697248,,6.7,2.8,99.9198990209829,,,98.0,98.0,99.0,,100.0,,,,0.0,,91.9171325406081,4.26834059,,8.364,78.76
BHR,2022,,16.1434977578475,,6.5,2.8,99.9198990209829,,,97.0,97.0,99.0,,100.0,,,,0.0,,92.2287492381007,,,8.122,79.246
BHR,2023,,,,,,,,,99.0,99.0,99.0,,,,,,,,,,,,
GTM,1997,,38.3541847309963,0.5,59.0,23.3,,0.6,,,73.0,74.0,,,,,,,,,,,116.448,65.536
GTM,1998,,38.7012987012987,0.5,56.6,22.7,,0.52,,,78.0,79.0,,,,,,,,,,,116.107,66.114
GTM,1999,,39.0799344986481,0.5,54.3,22.1,,0.47,,,77.0,83.0,,,40.4,,,,,,,,113.547,66.869
GTM,2000,22.4,39.4483378930405,0.5,52.2,21.4,86.5006228387363,0.43,1.0,,81.0,86.0,,61.3329226025355,41.4,,152.0,13.5103896236954,1.2,,5.39686108,,112.864,67.446
GTM,2001,21.3,39.7958802198213,0.5,50.1,20.8,86.8961188585213,0.37,2.0,,77.0,91.0,,61.792799902744,41.4,,140.0,12.8926584079863,1.2,,6.07023716,22.5,110.035,67.946
GTM,2002,20.3,40.1142900109027,0.4,48.1,20.2,87.2885097183164,0.33,2.0,,82.0,92.0,0.5,62.2420520844094,41.4,,143.0,12.2799481180878,1.2,,6.01301289,20.2,106.861,68.386
GTM,2003,19.5,40.006043208944,0.4,46.2,19.7,87.6741113379212,0.27,2.0,,84.0,94.0,,62.6726093910832,,,145.0,11.6762187615053,1.4,,6.15306854,19.3,103.297,68.797
GTM,2004,18.6,39.5371738060069,0.4,44.4,19.1,88.0545163490873,0.22,2.0,,87.0,95.0,,63.087911479412,,,140.0,11.0795677896938,1.5,,6.26182795,19.5,99.423,69.165
GTM,2005,17.7,39.1946564885496,0.4,42.7,18.6,88.4318670319565,0.21,3.0,87.0,87.0,93.0,0.7,63.4927461634437,,,149.0,10.4876579471372,1.8,,6.14826393,19.3,96.673,69.168
GTM,2006,16.8,38.9203124398784,0.4,41.0,18.1,88.8063187940228,0.18,29.0,89.0,89.0,95.0,,63.8875426515304,,,135.0,9.90033280353753,1.9,,6.36362219,18.2,94.264,69.812
GTM,2007,15.9,38.6292834890966,0.4,39.4,17.6,89.1780157814673,0.15,28.0,85.0,85.0,86.0,0.7,64.2727133800628,31.4,,136.0,9.31746504504404,1.6,,6.1918335,18.6,94.584,70.1
GTM,2008,14.9,38.4832317073171,0.3,37.8,17.2,89.5469500271936,0.14,25.0,95.0,95.0,96.0,0.6,64.6483401320503,,,136.0,8.73907900239582,1.7,,6.08129978,18.1,94.013,70.356
GTM,2009,14.0,38.4481978585432,0.3,36.3,16.7,89.9127474635353,0.11,35.0,92.0,92.0,92.0,0.6,65.0136346879552,51.5,,125.0,8.16553008637525,1.9,,6.33938646,17.4,93.596,70.641
GTM,2010,12.9,38.4546237686805,0.3,34.8,16.1,90.2759187313067,0.09,24.0,94.0,94.0,93.0,0.6,65.3698828920577,52.3,,123.0,7.59635857516753,1.9,,6.1247797,15.7,93.44,70.878
GTM,2011,11.9,38.536621712242,0.3,33.4,15.5,90.6361024938239,0.08,31.0,88.0,88.0,89.0,0.65,65.7163109070177,,76.4023821363382,120.0,7.03189836249643,2.0,,5.96306896,15.2,94.826,71.177
GTM,2012,11.0,38.7238151834794,0.3,32.0,14.9,90.9935414116309,0.07,23.0,96.0,96.0,93.0,0.62,66.0535930085137,58.7,76.4421365173934,118.0,6.47194980269574,2.0,,6.07316971,15.6,95.398,71.463
GTM,2013,10.2,38.8985786915055,0.3,30.7,14.3,91.3494094544696,0.06,37.0,96.0,96.0,91.0,,66.3848057892788,62.8,76.4834858241027,109.0,5.91565322826227,1.9,,5.77188921,16.1,88.548,71.728
GTM,2014,9.5,39.1186817256064,0.3,29.5,13.8,91.7035730175933,0.07,33.0,74.0,74.0,68.0,0.62,66.7098797562999,67.0,76.5264317151789,107.0,5.36328627452138,1.8,,5.8885684,16.1,87.065,71.964
GTM,2015,8.9,39.3388063013091,0.3,28.4,13.2,92.0560918129617,0.07,20.0,70.0,70.0,79.0,0.59,67.0292722902046,65.5,76.5712367034604,107.0,4.81499719064138,1.8,,6.00602007,15.6,85.762,72.103
GTM,2016,8.4,39.4048626181631,0.3,27.3,12.7,92.4065264510318,0.09,26.0,83.0,83.0,89.0,,67.3421315783412,69.8,76.6175052939639,103.0,4.27128171110311,1.7,,6.07008219,14.8,85.004,72.355
GTM,2017,7.9,39.3418018083977,0.2,26.4,12.3,92.7549384544574,0.09,27.0,91.0,91.0,94.0,0.45,67.6489329553936,69.6,76.6655042055009,95.0,3.73229528582396,1.6,,6.13563824,14.4,83.905,72.551
GTM,2018,7.6,39.1658189216684,0.2,25.4,11.9,93.1326357164894,0.09,34.0,85.0,85.0,89.0,0.44,67.9496248369032,,76.7152333044438,98.0,3.19833919554246,1.6,,6.10662699,14.1,81.694,72.726
GTM,2019,7.4,38.9038537513917,0.2,24.6,11.4,93.5077090807793,0.09,34.0,88.0,88.0,90.0,0.47,68.2436687072873,,76.7664176720701,100.0,2.66978222862017,1.6,,6.17457819,14.1,77.103,73.129
GTM,2020,,38.6177565124934,0.2,23.7,11.0,93.880093537322,0.09,35.0,90.0,90.0,89.0,0.43,68.5313077967676,,,96.0,2.14685294849892,,,6.46693325,13.6,72.461,71.797
GTM,2021,,38.2482056999512,0.2,22.9,10.6,94.2496190017948,0.11,39.0,80.0,80.0,88.0,0.44,69.0780338236167,,,,1.62982937471937,,,6.9008255,13.2,70.295,69.237
GTM,2022,,37.9124072617867,0.2,22.1,10.3,94.6161088345289,0.1,44.0,81.0,81.0,86.0,,69.6217278990742,,,,1.11898891166837,,,,12.6,69.116,68.674
GTM,2023,,,,,,,,,83.0,83.0,88.0,,,,,,,,,,,,
NPL,1997,,10.4351823475329,0.1,94.1,45.0,,0.28,,,78.0,73.0,0.1700000018,,,,,,,,,,124.575,60.771
NPL,1998,,11.2672098904187,0.1,88.8,43.3,,0.38,,,71.0,67.0,,,,,,,,,,,125.278,61.549
NPL,1999,,12.8955539406752,0.1,83.7,41.7,,0.42,,,65.0,81.0,0.200000003,,,,,,,,,,120.058,62.113
NPL,2000,45.8,15.0041779820347,0.2,78.9,40.1,79.6697888529143,0.4,0.0,,74.0,71.0,,13.9643034202623,11.9,,504.0,69.2039223799878,2.6,8.99970582344963,3.13,,118.816,62.614
NPL,2001,44.4,17.212571277019,0.2,74.4,38.6,80.3252807935525,0.37,0.0,,72.0,71.0,0.21,16.5126874413899,10.9,,484.0,65.9577556916937,2.3,11.2315198172667,3.81,23.9,118.047,63.336
NPL,2002,43.2,19.3180934608506,0.2,70.4,37.2,80.936422443979,0.35,0.0,,72.0,71.0,0.21,19.0765230183174,,,466.0,62.8729775866343,2.2,12.8146969812456,3.94,22.2,115.0,63.264
NPL,2003,42.0,21.268472035636,0.2,66.6,35.9,81.5412679602195,0.33,0.0,2.0,78.0,75.0,0.2,21.7098754525465,,,438.0,59.8004020628101,2.0,14.4404105021314,3.86,20.2,111.926,64.197
NPL,2004,41.0,23.0400740031055,0.2,63.3,34.6,82.1397139231249,0.3,0.0,27.0,80.0,73.0,0.2,24.4122734406566,15.8,,392.0,56.7403986088981,1.7,16.1083815186225,4.05,17.9,106.216,64.818
NPL,2005,40.0,24.7905403269152,0.2,60.2,33.4,82.731665320308,0.27,0.0,41.0,75.0,74.0,0.26,27.1832353733961,,46.3638876484209,380.0,53.6933424038232,2.1,17.8183258334205,3.95,17.0,101.456,65.457
NPL,2006,39.2,26.6452052250356,0.2,57.5,32.2,83.3170381280125,0.23,7.0,69.0,89.0,85.0,0.26,30.0222708409922,18.7,46.4690836767712,358.0,50.6596165400828,2.1,19.5699551034022,3.54,16.0,95.034,65.868
NPL,2007,38.5,28.5872337810013,0.2,54.9,31.2,83.895823115831,0.2,6.0,82.0,82.0,81.0,0.26,32.9290255317548,,46.576295891536,355.0,47.6391951951739,2.2,21.3630104367942,3.67,14.9,89.634,66.329
NPL,2008,37.8,30.5605842103648,0.2,52.5,30.1,84.4678253980994,0.17,10.0,82.0,82.0,79.0,0.26,35.9028115449213,,46.6851891633505,344.0,44.6329027414286,2.2,23.1971366002265,3.82,13.0,85.221,66.421
NPL,2009,37.1,32.5038449707782,0.2,50.3,29.1,85.0329499671884,0.15,16.0,89.0,89.0,90.0,0.26,38.9430970513843,,46.7957613236971,338.0,41.6411126957491,2.2,25.0720224832538,3.9,11.5,82.717,66.761
NPL,2010,36.6,34.3674381088292,0.2,48.1,28.0,85.5911073264404,0.13,15.0,82.0,82.0,86.0,0.26,42.0493403726571,,48.2360302610124,349.0,38.6642001313421,2.1,26.9873517496823,4.36,10.4,79.643,66.814
NPL,2011,36.2,36.1215173933575,0.2,46.0,26.9,86.1422718062614,0.12,23.0,92.0,92.0,88.0,0.26,45.2211012451996,36.0,49.6677256727821,295.0,35.7022490735854,2.1,28.9428133036965,4.45,9.5,80.049,67.313
NPL,2012,35.9,37.7257997240671,0.2,43.9,25.9,86.686530708514,0.1,29.0,90.0,90.0,86.0,0.26,48.4581805623339,,51.0917215343096,288.0,32.7546241407746,2.0,30.9380625761636,4.49,8.8,81.5,67.47
NPL,2013,35.6,39.1803278688525,0.2,41.9,24.9,87.2235597131944,0.09,35.0,92.0,92.0,88.0,0.27,51.7595632493705,,52.506734045886,261.0,29.8228182523963,2.0,32.9726639018188,4.63,8.1,82.881,67.965
NPL,2014,35.4,40.4597240319401,0.2,39.9,23.9,87.7533252357355,0.08,43.0,92.0,92.0,88.0,0.27,55.1248076174692,55.6,53.9132055865977,253.0,26.9066917206502,1.9,35.0461782101302,5.08,7.6,84.501,68.085
NPL,2015,35.3,41.5360607910985,0.2,38.0,23.0,88.275580629965,0.07,41.0,91.0,91.0,85.0,0.25,58.5529933392084,,55.310189250439,252.0,24.0073907051582,1.6,37.1581745063354,5.47,6.6,81.619,67.456
NPL,2016,35.3,42.4399450926562,0.2,36.2,22.1,88.7902053889185,0.06,55.0,87.0,87.0,83.0,0.17,62.0434751947027,58.0,56.6977597569626,224.0,21.1251722084181,1.7,39.3081473678766,5.42,5.7,78.814,68.776
NPL,2017,35.3,43.2354574482854,0.1,34.5,21.1,89.2969930943264,0.05,62.0,90.0,90.0,90.0,0.21,65.5953745180221,58.0,58.0752406137584,223.0,18.2609342262562,1.7,41.4956343332294,4.72,5.1,75.975,68.91
NPL,2018,35.5,43.8950024532137,0.1,32.8,20.2,89.7957758492581,0.05,51.0,91.0,91.0,91.0,0.25,69.207890923476,,59.4424060537118,201.0,15.4152328634769,1.7,43.7200974082174,4.53,5.0,72.782,68.979
NPL,2019,35.7,44.3703233093322,0.1,31.3,19.3,90.2863663521825,0.04,46.0,93.0,93.0,92.0,0.29,72.8801279481259,77.2,60.7986115185935,182.0,12.5889155548946,1.7,45.9810683825559,4.45,5.2,71.667,69.558
NPL,2020,,44.4922366764582,0.1,29.8,18.4,90.7685835327375,0.03,48.0,84.0,84.0,87.0,0.28,76.6112121421111,,62.1436000447029,174.0,9.78258770763488,,48.2779663761306,5.21,5.6,70.275,69.246
NPL,2021,,44.5468403547672,0.1,28.5,17.7,91.2422508128062,0.03,74.0,91.0,91.0,90.0,0.39,80.4002236592491,,63.4767535346519,,6.99704550651422,,50.6103136312548,5.42,5.7,68.777,68.45
NPL,2022,,44.7413164925917,0.1,27.3,17.0,91.2350965073504,0.02,80.0,90.0,90.0,90.0,,80.3927030291667,,63.5428419009465,,6.97716697797205,,50.576434461939,,5.7,68.33,70.484
NPL,2023,,,,,,,,,94.0,94.0,93.0,,,,,,,,,,,,
SSF,1997,,58.5452689671014,5.48990691567616,163.8,42.6,,7.21604827734645,,4.27312226862044,48.6150834626839,53.1298278973298,,,,,,,,,,,129.034171568647,50.2073138638838
SSF,1998,,58.6930195919972,5.61919397181237,160.0,41.8,,6.85502358633126,,4.22733823737645,49.1689345884565,51.4242028859149,,,,,,,,,,,128.234691214763,49.9171103091581
SSF,1999,,58.807872393851,5.6803491372073,155.6,41.0,,6.46354924621571,,4.13843399319276,48.3994419240289,49.6622803611844,,,,,,,,,,,128.959446594954,50.6408053441751
SSF,2000,46.7002857495125,58.9533997134851,5.67601855217383,150.8,40.2,45.4151207725128,6.09271064413301,0.11640518614131,4.76686914276584,51.1980259814945,52.1700544318491,,22.1885196630054,41.5228288794997,,802.0,32.6705541645179,3.47045465936701,16.751663257359,4.99220860467368,,128.361918781988,51.2634038322914
SSF,2001,46.3226067132121,59.0581999006474,5.62541665145109,145.5,39.3,46.1992347544385,5.68507387916622,0.473030733345476,5.4943983154513,51.280534619445,52.2352596802466,,22.4889886170054,,,788.0,32.0107174733017,3.53796136081895,16.9569389253344,5.03193451003127,25.9092598420456,128.129944890196,51.5352307146751
SSF,2002,45.9435112416118,59.1421503352061,5.54740010659773,140.0,38.4,47.0505316890557,5.31932114119065,1.58241214819103,23.1864093518445,52.6407952627976,53.3981395066888,,22.9520097935276,,,773.0,31.305952715413,3.4307492676604,17.252600874532,4.59511785378729,25.3759221992648,126.800933000675,51.8890809276216
SSF,2003,45.5852805820997,59.1971296891391,5.45595347911914,134.4,37.4,47.9065271963986,4.99226664254047,3.87174669194103,26.7839294028099,55.5880341906287,55.9526739175225,,23.429742615137,,,745.0,30.5956094565426,3.33405691944715,17.5486307506669,5.49985392637637,24.8427698592389,125.918379111594,52.3618214632394
SSF,2004,45.1622671405046,59.2409557115596,5.34598000061005,128.9,36.5,48.7685317023636,4.70083194881361,8.47528989786162,29.6270556439637,58.8606522996395,58.0525421075173,,23.9171465000169,,,728.0,29.8832549234962,3.3028521123482,17.8568750363792,5.48297559875059,23.9847019433358,124.3275621891,52.8351047527341
SSF,2005,44.665110584953,59.3177114276215,5.2257400723049,123.6,35.6,49.6841012058552,4.40983842252009,17.086322984634,38.7384408784586,62.0758361024789,59.9382279986164,,24.4932088734097,,,711.0,29.0831016579252,3.25531776653959,18.2268503410561,5.29645821916718,22.8416308634794,123.683976952699,53.4453968938561
SSF,2006,44.1471845129613,59.3779516804991,5.12920687016593,118.6,34.9,50.6029077431306,4.16526601670869,25.8918288958457,44.5249455351773,64.1028363967286,62.5806327207386,,25.0755596745291,,,692.0,28.2852704564974,3.31639778584422,18.6029079136928,5.20528365924648,21.8050558619499,122.368609258635,54.1964286852707
SSF,2007,43.5585917606803,59.3994016054606,5.04799239455167,113.7,34.2,51.5017012753156,3.94100680996649,38.9362771824178,61.3209198610474,66.0565354983758,64.4127065883853,,25.6515855099509,,,684.0,27.5168602191085,3.30371504767038,18.9688285725121,5.10300701601227,20.9139043329228,120.592589146214,54.827885116751
SSF,2008,42.938654456566,59.4708457764215,4.97953725933313,109.1,33.5,52.4475290324135,3.74576289827863,50.3995315297107,62.8538683546403,69.1525074024937,66.9598890160902,,26.2651916670438,,,681.0,26.7039550204094,3.24483221651569,19.3595856974348,4.89566616682731,20.2246887196621,119.835749870485,55.4245057780897
SSF,2009,42.3451421802875,59.5406361946799,4.93531661404915,104.8,32.9,53.3966959882321,3.55471278162222,59.5142909818558,70.5185805409456,72.3913323213336,71.1582196281561,,26.8925457017691,,,669.0,25.8907331598643,3.18294826061227,19.7370992519567,5.29212707281004,19.2562600038501,118.386495477741,56.1925688959794
SSF,2010,41.8036269610202,59.6305303988969,4.88566255161424,101.0,32.4,54.3457028524165,3.37529197290297,51.6710677315255,68.3648648870969,70.8878279000597,71.3523126906989,,27.527035415003,51.2920400783042,,658.0,25.0760054661573,3.18085986890646,20.1038892862811,5.21623130469315,18.5311430273208,117.274136002515,56.8180062966738
SSF,2011,41.3845634159058,59.7800556781603,4.84565146378667,97.5,31.8,55.1421591656268,3.19979934931064,61.7201885313047,68.9227158586676,70.888725082803,69.8841599885033,,27.925541969383,,22.3459056772214,633.0,24.7867055663244,3.07968254208681,20.3393824374971,5.16048206991598,17.9559748644875,117.181884776857,57.5271732918436
SSF,2012,41.0823633436143,60.0123751333292,4.80085596874058,94.3,31.3,56.0778477989961,3.0145661643662,72.9892251765248,68.4951309683377,69.9007986126858,69.7414571805624,,28.5682393644742,,24.0761175972219,618.0,23.9881811181493,3.03255761485247,20.7243115759488,4.9910686830399,17.8345061052662,115.619077291734,58.1072978970512
SSF,2013,40.8673938136945,60.3211850976554,4.74564219870846,91.3,30.8,57.0097325878826,2.81752218415608,77.9677324863795,68.2313157832417,69.1857454388512,68.5521163005791,,29.2258211663284,,24.0780769134474,611.0,23.1917737634367,2.96540230021819,21.1110427628726,4.97578796093578,17.4705746567571,114.267761191006,58.6325353036072
SSF,2014,40.7335158623329,60.6916249137167,4.6953182855286,88.8,30.4,57.9470609355925,2.60107574350137,81.1802363930241,70.0407459842082,70.6075658916791,68.5172635765921,,29.898976383239,,23.5387932219107,605.0,22.3817311713117,2.90851635803894,21.5042729161186,4.77274411558545,17.6947521583689,112.75944972383,59.1059183242408
SSF,2015,40.6406813669872,61.0210628229605,4.61821238676427,86.4,30.0,58.8936770967296,2.39227774125152,83.2644548058408,70.3075392158194,70.3075392158194,67.6806549930562,,30.5876484162119,,23.7254608337903,587.0,21.563163976251,2.79694621897285,21.9074380949818,4.99506297255211,18.1734570117779,109.354132612629,59.5234252115263
SSF,2016,40.5675649598303,61.3515801937017,4.53632603002657,84.0,29.6,59.812204165939,2.17770690886313,83.2680427568336,73.2328425520736,73.2419071371137,68.0067365163749,,31.2524100478376,,24.1488455056193,579.0,20.7516156972572,2.83832415606153,22.2800181587873,5.05735186060291,18.5962604748145,105.943503854009,60.0271553242519
SSF,2017,40.5360439671087,61.6952784964023,4.41788514741128,81.8,29.1,60.7496154039271,1.93404863585142,85.1155279847675,73.6857710402842,73.6850456400797,69.3886983543586,,31.9258335730664,,24.2694950090108,570.0,19.7974129744181,2.7531994074422,22.6493380401512,5.07703903230083,18.9720742737313,102.954508130032,60.4375513983323
SSF,2018,40.5678736546959,62.0737666745432,4.32371371132965,79.5,28.6,61.6668900974177,1.74762105930434,87.3731599658634,75.1217596475166,75.1217596475166,69.9390335034856,,32.4417523847822,,24.336126483498,562.0,19.0401161512805,2.69677047595624,22.9484725329002,4.77945993772722,19.1887350775071,100.814416826555,60.826043528271
SSF,2019,40.6551892447582,62.406761210171,4.19396704511728,77.2,28.1,62.5678213315244,1.5669729347579,88.9834588259659,76.4522738493233,76.4651910451361,70.7608615184038,,33.053634881191,64.3201421085752,24.4455884717696,552.0,18.291402694953,2.59435734418239,23.2782162567812,4.73700087220042,19.9681298956106,98.860982770669,61.2110327116347
SSF,2020,,62.7222949294539,4.08608777132396,75.0,27.7,63.4463304451211,1.40385762750173,88.6217606032045,74.0798963126169,74.1323377603979,69.4867210939587,,33.6510823945518,,24.4299481448563,536.0,17.5448041968984,,23.6110317450626,4.93648511013175,20.7564533789429,96.8413628985918,60.8216366383642
SSF,2021,,63.0169701354015,3.93137523645141,72.8,27.2,64.3266496562466,1.25463805509007,89.0761434952362,72.3622189808135,72.3622189808135,67.3253744544795,,34.0872021590508,,23.258957889607,,16.8904040190066,,25.3569419240164,5.11167440572589,21.629612443949,95.681228476507,60.2190585730974
SSF,2022,,63.2902352458906,3.79269289802052,70.7,26.7,65.1611005125741,1.09256557282625,87.8568585393298,71.8847565784002,71.8847565784002,67.4106672035221,,34.6859116116609,,23.3808223945361,,16.5818291504871,,25.6309112425186,,22.1400336092608,94.4197483140324,60.7441305312973
SSF,2023,,,,,,,,,72.533314661455,72.533314661455,68.5399196383933,,,,,,,,,,,,
SRB,1997,,31.5457413249211,0.1,15.4,9.5,,0.02,,,94.0,92.0,,,,,,,,,,,23.738,71.5843658536585
SRB,1998,,30.2158273381295,0.1,14.0,8.6,,0.02,,,93.0,88.0,,,,,,,,,,,25.168,71.1872926829268
SRB,1999,,28.8461538461539,0.1,13.2,8.1,,0.02,,,92.0,84.0,,,,,,,,,,,24.74,69.7154390243902
SRB,2000,23.9,27.5449101796407,0.1,12.7,7.8,89.3067886279812,0.02,,,95.0,89.0,,95.5184112239382,98.0,,18.0,0.0682245569081569,0.5,29.2185894447175,6.18360472,,24.034,71.5829268292683
SRB,2001,23.6,26.3779527559055,0.1,12.2,7.5,89.3019468426874,0.02,,,93.0,90.0,,95.5150404969656,98.2,,15.0,0.0681302846532947,0.7,29.1818623967552,6.49679995,3.6,23.445,72.2341463414634
SRB,2002,23.4,25.0483558994197,0.1,11.4,7.0,89.2970582916295,0.02,,,95.0,92.0,,95.5120325649844,99.2,,15.0,0.0680360090033287,0.4,29.1455987963085,7.59296274,3.4,22.618,72.2853658536585
SRB,2003,23.2,23.9247311827957,0.1,10.6,6.5,89.2921910184179,0.02,,,89.0,87.0,,95.5093769195707,98.5,,14.0,0.0679421596793208,0.6,29.1098439159296,7.66696072,3.0,22.148,72.4365853658537
SRB,2004,23.0,22.9950900163666,0.1,9.7,6.0,89.2871687965082,0.03,,89.0,88.0,89.0,,95.5071358701854,98.7,,15.0,0.0678474645533613,0.4,29.074470795005,7.84200048,2.7,21.838,72.6829268292683
SRB,2005,22.8,22.1556886227545,0.1,8.9,5.5,89.6523725384607,0.03,,65.0,98.0,96.0,5.9,95.673137737524,99.7,,16.0,0.0672291692660722,0.6,29.0243764934826,8.28380585,2.6,21.436,72.8341463414634
SRB,2006,22.7,21.3498622589532,0.1,8.4,5.2,90.0188988119915,0.03,,93.0,92.0,88.0,5.27,95.8395322903665,88.9,98.1275231239447,16.0,0.0666157080622397,0.4,28.8781102180103,8.49390411,2.7,21.288,73.3853658536585
SRB,2007,22.5,20.5975842339479,0.1,8.1,5.1,90.3866857574049,0.03,,99.0,94.0,95.0,5.09,96.0063327536142,99.8,98.1279134157568,15.0,0.0660066848420309,0.5,28.7286465123641,9.3764925,2.8,21.356,73.6317073170732
SRB,2008,22.3,19.8940553266627,0.1,8.0,4.9,90.7558390153973,0.03,,93.0,95.0,92.0,5.08,96.1734958754489,99.7,98.1283055048322,15.0,0.0654028945755813,0.6,28.5760324815681,9.48246479,2.8,21.005,73.8853658536585
SRB,2009,22.1,19.2685589519651,0.1,7.8,4.9,91.1263009793936,0.04,,93.0,95.0,95.0,5.1,96.3410429199425,99.8,98.1286928780974,15.0,0.0648039297615047,0.6,28.420187937055,9.34623528,2.5,20.818,73.9853658536585
SRB,2010,21.9,18.7404773996953,0.1,7.6,4.8,91.4981190223907,0.04,,89.0,91.0,95.0,5.13,96.5089535369173,99.7,98.1290831293882,14.0,0.0642101589935085,0.6,28.2611220009847,9.5273037,2.5,20.431,74.3365853658537
SRB,2011,21.8,18.2765151515151,0.1,7.4,4.6,91.8712091293649,0.04,,94.0,94.0,93.0,5.15,96.6772876314252,99.0,98.1294758769751,14.0,0.0636208463447602,0.4,28.0920101247269,9.11380386,2.5,19.467,74.5365853658537
SRB,2012,21.8,17.884019477645,0.1,7.1,4.5,92.2482472043669,0.04,,97.0,91.0,87.0,5.16,96.8433442935029,99.0,98.1297224841406,13.0,0.0630635560278964,0.3,27.858144227745,9.32820415,2.5,19.5,74.8365853658537
