ISO_3,year,"Literacy rate, adult total (% of people ages 15 and above)","Compulsory education, duration (years)","Educational attainment, at least completed primary, population 25+ years, total (%) (cumulative)","Gross intake ratio in first grade of primary education, total (% of relevant age group)","Primary education, teachers","Adjusted net enrollment rate, primary (% of primary school age children)",Children out of school (% of primary school age),"Educational attainment, at least completed lower secondary, population 25+, total (%) (cumulative)","Educational attainment, at least completed post-secondary, population 25+, total (%) (cumulative)","Educational attainment, at least completed upper secondary, population 25+, total (%) (cumulative)",Adolescents out of school (% of lower secondary school age),"Educational attainment, at least Bachelor's or equivalent, population 25+, total (%) (cumulative)","Educational attainment, Doctoral or equivalent, population 25+, total (%) (cumulative)","Educational attainment, at least Master's or equivalent, population 25+, total (%) (cumulative)","Educational attainment, at least completed short-cycle tertiary, population 25+, total (%) (cumulative)","Current education expenditure, primary (% of total expenditure in primary public institutions)","Current education expenditure, secondary (% of total expenditure in secondary public institutions)","Current education expenditure, tertiary (% of total expenditure in tertiary public institutions)","Current education expenditure, total (% of total expenditure in public institutions)",Expenditure on tertiary education (% of government expenditure on education),"Government expenditure on education, total (% of GDP)"
LVA,2020,,11.0,98.8976745605469,,10457.0,,1.3022700548172,98.5187759399414,50.7318000793457,90.1376037597656,1.66895997524261,32.7584533691406,0.401068210601807,19.6899471282959,35.8461418151855,83.6698989868164,81.7303466796875,86.6680068969727,85.1996688842773,,4.85059022903442
LVA,2021,99.8899993896484,11.0,98.6869506835938,,10240.0,,1.27524995803833,97.9467239379883,48.0606803894043,88.1561660766602,1.32161998748779,31.4416408538818,0.299934089183807,18.7911701202393,34.5072402954102,87.0516967773438,85.8632125854492,92.0740814208984,88.3559875488281,,4.61546993255615
LVA,2022,,11.0,98.6521301269531,,9923.0,,1.4437700510025,97.8932952880859,49.4585647583008,88.7702789306641,1.3436199426651,31.9501533508301,0.468725979328156,18.9959239959717,35.2121810913086,,,,,,
LVA,2023,,11.0,100.0,,,,,,,69.2309112548828,,,,,37.1827659606934,,,,,,
JOR,1997,,,,,,,,,,,,,,,,,,,,28.31836,6.36482000350952
JOR,1998,,10.0,,94.23506,29232.0,,,,,,,,,,,100.0,100.0,,,,
JOR,1999,,10.0,,94.96091,,90.49774,10.1643800735474,,,,10.6041202545166,,,,,89.2501068115234,88.6398773193359,76.4785079956055,84.2370071411133,18.65662,4.94366979598999
JOR,2000,,10.0,,97.66065,,91.29915,13.1119203567505,,,,16.0836791992188,,,,,,,,,,
JOR,2001,,10.0,,,,,,,,,,,,,,87.941276550293,87.939208984375,,,,
JOR,2002,,10.0,,100.28677,38204.0,93.14824,9.6451997756958,,,,13.5253496170044,,,,,95.3547821044922,95.3547821044922,,,,
JOR,2003,90.0,10.0,,98.44172,39441.0,94.38457,7.94588994979858,57.5699996948242,16.5900001525879,,13.4907302856445,,,,1.4099999666214,88.8203887939453,88.9846878051758,,,,
JOR,2004,,10.0,,93.26276,,94.61694,6.78077983856201,,,,12.6486196517944,,,,,95.7008285522461,95.7008285522461,,,,
JOR,2005,91.0,10.0,,91.22523,,93.65153,6.71526002883911,,,,14.7836103439331,,,,,96.4700317382812,96.4700317382812,,,,
JOR,2006,,10.0,,89.17812,,91.91763,7.2905101776123,,,,9.70866012573242,,,,,85.5854110717773,87.6492919921875,,,,
JOR,2007,92.0,10.0,,87.4943,,89.35883,8.88152980804443,,,,,,,,,88.4547119140625,89.6832580566406,,,,
JOR,2008,,10.0,84.4499969482422,87.53672,,86.68014,11.2237300872803,73.3199996948242,26.8899993896484,41.0499992370605,6.72680997848511,,,,15.9300003051758,86.3235778808594,87.9393920898438,,,,
JOR,2009,,10.0,,,,,,,,,,,,,,,,,,,
JOR,2010,93.0,10.0,85.1500015258789,82.89014,,80.77937,11.5529499053955,74.1100006103516,27.1100006103516,41.3499984741211,,,,,16.1800003051758,92.8908386230469,91.7334594726562,,,,
JOR,2011,96.0,10.0,,79.39283,,78.34933,10.7498598098755,,,,7.65235996246338,,,,,,,,,,
JOR,2012,98.0,10.0,,76.50667,,75.45445,10.2956600189209,,,,,,,,,,,,,,
JOR,2013,,10.0,,74.82832,,74.93616,6.85761976242065,,,,10.4302196502686,,,,,,,,,,
JOR,2014,,10.0,,,57946.0,,,,,,6.51384019851685,,,,,,,,,,
JOR,2015,,10.0,,,,,,,,,,,,,,,,,,,
JOR,2016,,10.0,,79.80194,57162.0,,3.68804001808167,,,,,,,,,96.5127182006836,91.9032669067383,68.0528564453125,91.893913269043,19.93532,3.45282006263733
JOR,2017,,10.0,87.2583312988281,84.78668,52598.0,80.21221,2.12275004386902,69.1685562133789,,48.2837409973145,5.43242979049683,20.9268398284912,,,,95.9503402709961,92.8604965209961,94.4680099487305,94.3661193847656,18.53475,3.21305990219116
JOR,2018,95.4314498901367,10.0,89.6699981689453,80.96908,61174.0,80.95397,1.69142997264862,80.9499969482422,33.1199989318848,43.7299995422363,3.93902993202209,,0.639999985694885,2.00999999046326,22.8400001525879,93.0839233398438,92.5295333862305,27.1660594940186,89.6038284301758,22.74788,2.95461988449097
JOR,2019,,10.0,,,70057.0,,1.70247995853424,,,,3.99377989768982,,,,,88.1394195556641,87.5682525634766,35.3086318969727,85.6811370849609,,2.98847007751465
JOR,2020,,10.0,89.2399978637695,,65410.0,,1.58037996292114,80.7300033569336,32.560001373291,50.2400016784668,4.88624000549316,,0.720000028610229,2.13000011444092,22.6900005340576,,,,,,
JOR,2021,,10.0,,,60951.0,,2.55204010009766,,,,5.8474497795105,,,,,90.0756530761719,90.1417236328125,36.471118927002,88.0293579101562,,3.13837003707886
JOR,2022,,10.0,,,58341.0,,1.88791000843048,,,,5.48111009597778,,,,,94.1845321655273,88.7083587646484,,,,3.16022992134094
JOR,2023,95.0,10.0,87.9199981689453,,63027.0,,2.73386001586914,79.4499969482422,31.5400009155273,42.560001373291,4.58747005462646,,0.939999997615814,2.4300000667572,22.0200004577637,,,,,,
MIC,1997,76.7114181518555,,,105.8221,18138930.0,,,,,,,,,,,,,,,,
MIC,1998,78.2985382080078,9.0,,106.6092,18282142.0,,,,,,,,,,,,,,,,
MIC,1999,78.7332077026367,9.0,,107.034,18425340.0,,,,,,,,,,,,,,,,3.88999497890473
MIC,2000,78.9772262573242,9.0,,108.2044,18580132.0,,,,,,,,,,,,,,,,3.5112099647522
MIC,2001,79.3809204101562,9.0,,109.3105,18776972.0,,,,,,,,,,,,,,,,3.70852994918824
MIC,2002,79.814826965332,9.0,,110.4854,18751906.0,,,,,,,,,,,,,,,,3.242840051651
MIC,2003,80.4484329223633,9.0,,113.2454,19396992.0,,,,,,,,,,,,,,,,3.45890498161316
MIC,2004,80.879508972168,9.0,,111.5192,19947722.0,,,,,,,,,,,,,,,,3.44770002365112
MIC,2005,80.8799362182617,9.0,,111.7772,20061006.0,,,,,,,,,,,,,,,,3.5298000574112
MIC,2006,80.9805679321289,9.0,,110.5343,20142924.0,,,,,,,,,,,,,,,,3.62687504291535
MIC,2007,81.6825180053711,9.0,,110.747,20416314.0,,,,,,,,,,,,,,,,3.51721000671387
MIC,2008,82.1300964355469,9.0,,109.7986,20485802.0,,,,,,,,,,,,,,,,3.93613994121552
MIC,2009,82.4162902832031,9.0,,105.9512,20788306.0,,,,,,,,,,,,,,,18.98625,4.05915498733521
MIC,2010,83.2752380371094,9.0,,106.8692,21159582.0,,,,,,,,,,,,,,,17.551895,3.69457507133484
MIC,2011,83.4160308837891,9.0,,105.361,21591142.0,,,,,,,,,,,,,,,17.75958,3.82591843605042
MIC,2012,83.6721267700195,9.0,,104.5671,21756054.0,91.13408,,,,,,,,,,,,,,18.289535,4.05141425132751
MIC,2013,84.0450897216797,9.0,,103.6038,22809508.0,91.35501,,,,,,,,,,,,,,18.10796,4.12616515159607
MIC,2014,84.4907836914062,9.0,,102.0845,22938194.0,91.47029,,,,,,,,,,,,,,,4.00123381614685
MIC,2015,84.973991394043,9.0,,101.8524,23220050.0,91.3488,,,,,,,,,,,,,,,3.96933007240295
MIC,2016,85.3705520629883,9.5,,102.8925,23716004.0,91.53974,,,,,,,,,,,,,,,3.93593001365662
MIC,2017,85.553596496582,10.0,,101.7234,23508996.0,91.59186,,,,,,,,,,,,,,,3.93130993843079
MIC,2018,85.9458236694336,10.0,,102.1944,23463816.0,91.71578,,,,,,,,,,,,,,,3.732675075531
MIC,2019,86.1155776977539,10.0,,,24024140.0,,,,,,,,,,,,,,,,3.82614493370056
MIC,2020,86.4070510864258,10.0,,,24432388.0,,,,,,,,,,,,,,,,4.12560415267944
MIC,2021,86.6518936157227,10.0,,,24763348.0,,,,,,,,,,,,,,,,3.74731349945068
MIC,2022,86.9584426879883,10.0,,,24838974.0,,,,,,,,,,,,,,,,3.58109796047211
MIC,2023,87.2283935546875,10.0,,,25056662.0,,,,,,,,,,,,,,,,
TEC,1997,96.7778701782227,,,98.46944,1606623.375,,,,,,,,,,,,,,,,
TEC,1998,97.0630722045898,9.0,,97.89304,1594372.25,,,,,,,,,,,,,,,,
TEC,1999,97.1244812011719,9.0,,98.3947,1559597.5,,,,,,,,,,,,,,,,3.89257001876831
TEC,2000,97.2419281005859,9.0,,96.88938,1520123.5,,,,,,,,,,,,,,,,3.50838994979858
TEC,2001,97.3243637084961,9.0,,100.2486,1502153.875,,,,,,,,,,,,,,,,3.42146992683411
TEC,2002,97.4051513671875,9.0,,101.8611,1467848.25,93.81692,,,,,,,,,,,,,,18.085255,3.38608002662659
TEC,2003,97.4805908203125,9.0,,99.8949,1422132.75,95.33839,,,,,,,,,,,,,,,3.67853999137878
TEC,2004,97.5410690307617,9.0,,100.3488,1489509.5,95.23956,,,,,,,,,,,,,,20.524105,3.54786992073059
TEC,2005,97.679801940918,9.0,,98.9176,1433472.0,93.96718,,,,,,,,,,,,,,,3.77192997932434
TEC,2006,97.6380996704102,9.0,,99.03961,1412001.0,93.55205,,,,,,,,,,,,,,18.860415,3.90346002578735
TEC,2007,97.7218017578125,9.0,,100.0025,1414402.625,93.6411,,,,,,,,,,,,,,19.259575,3.96751999855042
TEC,2008,97.8286972045898,9.0,,100.4694,1415826.375,94.31568,,,,,,,,,,,,,,19.022795,4.10174989700317
TEC,2009,98.2742767333984,9.0,,98.18693,1401196.625,93.95626,,,,,,,,,,,,,,18.85064,4.32161498069764
TEC,2010,98.5454025268555,9.0,,101.4117,1396338.5,94.14334,,,,,,,,,,,,,,17.1275,3.85746002197266
TEC,2011,98.755241394043,9.0,,101.8189,1392878.25,94.83421,,,,,,,,,,,,92.3030014038086,93.6145210266113,17.735115,4.02476501464844
TEC,2012,98.879768371582,9.0,,102.3368,1398898.0,94.87053,,,,,,,,,,,,91.4312133789062,92.1110992431641,17.87294,3.90163707733154
TEC,2013,98.925910949707,10.0,,99.66265,1364968.125,95.05757,,,,,,,,,,,,91.272777557373,91.7453079223633,,4.34481000900269
TEC,2014,98.9622192382812,10.0,,98.85909,1384888.125,94.64476,,,,,,,,,,,,94.3681793212891,92.0040473937989,,4.24131655693055
TEC,2015,98.9967422485352,10.0,,100.4783,1424402.375,95.03961,,,,,,,,,,,,93.1648178100586,92.7859497070312,,4.10879218578338
TEC,2016,99.0506896972656,10.0,,101.5077,1441186.25,95.10779,,,,,,,,,,,,95.7995414733886,93.8604049682617,17.08263,4.26451015472412
TEC,2017,99.1112518310547,10.0,,95.64983,1445329.375,95.40537,,,,,,,,,,,,93.9857330322266,93.4933624267578,,4.07755994796753
TEC,2018,99.2119903564453,10.0,,95.25853,1540274.375,94.65785,,,,,,,,,,,,94.5543594360352,94.7918090820312,,4.04709005355835
TEC,2019,99.2800216674805,10.0,,,1510318.5,,,,,,,,,,,,,92.8274955749511,93.0287322998047,,3.98228991031647
TEC,2020,99.3040924072266,10.0,,,1418841.5,,,,,,,,,,,,,93.7225112915039,91.8893280029297,,4.38901996612549
TEC,2021,99.3343734741211,10.0,,,1425986.25,,,,,,,,,,,95.4130477905273,95.0345077514648,95.357292175293,93.8362846374512,,4.09644508361816
TEC,2022,99.3574523925781,10.0,,,1428604.5,,,,,,,,,,,,,,,,4.05402755737305
TEC,2023,99.3811874389648,10.0,,,1425225.25,,,,,,,,,,,,,,,,
MEA,1997,66.0636215209961,,,91.30046,1727104.625,,,,,,,,,,,,,,,,
MEA,1998,67.2673263549805,9.0,,92.89334,1748620.0,82.87005,,,,,,,,,,,,,,,
MEA,1999,68.3674392700195,9.0,,95.66527,1785487.375,83.60087,,,,,,,,,,,,,,,
MEA,2000,69.4015884399414,9.0,,96.58262,1828582.375,84.85775,,,,,,,,,,,,,,,
MEA,2001,70.5324172973633,9.0,,97.12983,1882811.0,87.33164,,,,,,,,,,,,,,,6.19316005706787
MEA,2002,71.5645599365234,9.0,,99.973,1917732.875,89.26081,,,,,,,,,,,,,,,5.52995491027832
MEA,2003,74.1270599365234,9.0,,100.184,1921286.75,89.7924,,,,,,,,,,,,,,,5.94827938079834
MEA,2004,74.9632263183594,9.0,,100.5956,1956358.375,90.55451,,,,,,,,,,,,,,,5.45327496528625
MEA,2005,75.5710906982422,9.0,,101.9263,2015187.375,90.74319,,,,,,,,,,,,,,,4.79442977905273
MEA,2006,74.5921173095703,9.0,,102.3484,2045722.5,90.7003,,,,,,,,,,,,,,,4.71720290184021
MEA,2007,75.3699798583984,9.0,,103.8792,2058245.625,91.73331,,,,,,,,,,,,,,,
MEA,2008,77.0852127075195,9.0,,103.3367,2089576.75,92.85329,,,,,,,,,,,,,,,4.41140007972717
MEA,2009,76.0182723999023,9.0,,103.9753,2084918.75,93.39882,,,,,,,,,,,,,,,4.50946497917175
MEA,2010,76.6093826293945,9.0,,104.8794,2104358.5,94.59507,,,,,,,,,,,,,,,
MEA,2011,77.323860168457,9.0,,105.3904,2184077.0,94.5988,,,,,,,,,,,,,,,
MEA,2012,77.9977416992188,9.0,,105.6812,2336959.25,95.50947,,,,,,,,,,,,,,,4.74210977554321
MEA,2013,78.6081695556641,9.0,,104.8727,2415480.75,94.59216,,,,,,,,,,,,,,,
MEA,2014,78.9855117797852,9.0,,104.9913,2461007.5,94.5602,,,,,,,,,,,,,,,
MEA,2015,79.6397399902344,9.0,,103.7572,2467953.75,94.27961,,,,,,,,,,,,,,,
MEA,2016,78.4763488769531,9.0,,102.9917,2464296.0,94.55097,,,,,,,,,,,,,,,4.45261013507843
MEA,2017,78.9287414550781,9.0,,103.1125,2462626.75,94.77785,,,,,,,,,,,,,,,4.22749495506287
MEA,2018,79.256721496582,9.0,,101.9005,2498567.25,94.94395,,,,,,,,,,,,,,,4.16854500770569
MEA,2019,79.5538635253906,9.0,,,2573472.25,,,,,,,,,,,,,,,,4.43173336982727
MEA,2020,79.8957672119141,9.0,,,2543788.25,,,,,,,,,,,,,,,,6.1939172744751
MEA,2021,80.3011932373047,9.5,,,2551544.0,,,,,,,,,,,,,,,,
MEA,2022,80.6110992431641,9.5,,,2509795.0,,,,,,,,,,,,,,,,
MEA,2023,80.9491424560547,9.5,,,2579139.75,,,,,,,,,,,,,,,,
ARE,1997,,,,92.49725,16148.0,82.45285,14.5573797225952,,,,23.7337799072266,,,,,,,,,,
ARE,1998,,,,88.70763,16563.0,82.99068,9.7234001159668,,,,28.0283203125,,,,,93.1261672973633,91.9382934570312,,,,
ARE,1999,,6.0,,,16889.0,,7.66115999221802,,,,,,,,,,,,,,
ARE,2000,,6.0,,,16916.0,,7.23044013977051,,,,,,,,,,,,,,
ARE,2001,,6.0,,,17573.0,,,,,,,,,,,,,,,,
ARE,2002,,6.0,,,18704.0,,,,,,,,,,,,,,,,
ARE,2003,,6.0,,,16323.0,,1.10953998565674,,,,,,,,,,,,,,
ARE,2004,,6.0,,,16971.0,,1.31822001934052,,,,,,,,,,,,,,
ARE,2005,90.0,6.0,74.4499969482422,,17255.0,,2.96474003791809,62.7000007629395,22.5799999237061,47.1100006103516,,,,,17.9599990844727,,,,,,
ARE,2006,,6.0,,,17596.0,,7.63355016708374,,,,,,,,,91.2097473144531,89.7194671630859,,,,
ARE,2007,,6.0,,106.44079,16523.0,93.69753,9.5314302444458,,,,,,,,,,,,,,
ARE,2008,,6.0,,,,,,,,,,,,,,,,,,,
ARE,2009,,6.0,,,19503.0,,26.800989151001,,,,,,,,,96.6286468505859,95.6951675415039,,,,
ARE,2010,,6.0,,,19401.0,,24.2641696929932,,,,,,,,,,,,,,
ARE,2011,,6.0,,,19664.0,,24.7623100280762,,,,,,,,,,,,,,
ARE,2012,,12.0,,104.7295,20019.0,93.23711,22.6756706237793,,,,,,,,,,,,,,
ARE,2013,,12.0,,100.75851,23440.0,,22.0796394348145,,,,,,,,,99.4836196899414,99.5039367675781,,,,
ARE,2014,,12.0,,104.66917,21644.0,97.65242,16.6006507873535,,,,,,,,,,,,,,
ARE,2015,,12.0,,97.69476,19518.0,99.89207,16.4465198516846,,,,,,,,,,,,,,
ARE,2016,,12.0,82.9100036621094,,19073.0,99.40189,16.3117408752441,70.7099990844727,43.4700012207031,53.0699996948242,20.7902297973633,31.6900005340576,2.53999996185303,15.6899995803833,34.8600006103516,,,,,,
ARE,2017,,12.0,88.4300003051758,89.24431,,98.74312,24.595329284668,78.9899978637695,52.5699996948242,67.120002746582,24.8905506134033,46.560001373291,0.680000007152557,8.3100004196167,50.6599998474121,,,,,,
ARE,2018,,12.0,91.0100021362305,,,,,82.8899993896484,55.4700012207031,69.1399993896484,,47.2900009155273,0.910000026226044,10.0699996948242,51.7799987792969,,,,,,
ARE,2019,98.0,12.0,93.0,,29769.0,,19.5383205413818,84.1699981689453,54.0900001525879,71.5199966430664,22.9141292572021,46.6300010681152,0.790000021457672,10.8000001907349,51.7700004577637,71.1594390869141,77.930793762207,71.7005920410156,73.7670669555664,,3.86020994186401
ARE,2020,,12.0,,,24646.0,,17.8913993835449,,,,19.7452697753906,,,,,69.9311218261719,77.6985626220703,70.385498046875,73.8805084228516,,3.98417997360229
ARE,2021,98.0,12.0,92.6900024414062,,,,,84.4300003051758,55.189998626709,73.4800033569336,,47.1800003051758,0.879999995231628,10.0100002288818,52.4700012207031,75.5154800415039,82.4397430419922,76.71533203125,79.4639129638672,,3.89403009414673
ARE,2022,98.0,12.0,93.2300033569336,,,,,85.4800033569336,56.3600006103516,74.3899993896484,,51.0699996948242,0.829999983310699,11.4799995422363,54.2700004577637,,,,,,
ARE,2023,,12.0,,,37392.0,,0.176060006022453,,,,0.0034199999645352,,,,,,,,,,
AFW,1997,48.866340637207,,,,734152.0,,,,,,,,,,,,,,,,
AFW,1998,50.2389717102051,9.0,,,755270.6875,,,,,,,,,,,,,,,,
AFW,1999,51.0898094177246,9.0,,,787888.5,,,,,,,,,,,,,,,,2.34582495689392
AFW,2000,47.5773811340332,9.0,,,810880.625,,,,,,,,,,,,,,,,2.46335005760193
AFW,2001,48.7651214599609,9.0,,,877025.1875,,,,,,,,,,,,,,,,2.42614006996155
AFW,2002,49.4976081848145,9.0,,,913853.3125,,,,,,,,,,,,,,,,2.43543004989624
AFW,2003,50.0791091918945,9.0,,,1029283.75,,,,,,,,,,,,,,,,2.36501002311707
AFW,2004,51.4278602600098,9.0,,,1063725.5,,,,,,,,,,,,,,,,2.42751502990722
AFW,2005,51.5404205322266,9.0,,,1103380.75,,,,,,,,,,,,,,,20.601435,2.65659999847412
AFW,2006,52.2236213684082,9.0,,,1096711.375,,,,,,,,,,,,,,,,2.55852007865906
AFW,2007,50.2877006530762,9.0,,,1049919.875,,,,,,,,,,,,,,,,
AFW,2008,50.7298393249512,9.0,,,1077850.875,,,,,,,,,,,,92.8594207763672,,88.8016586303711,17.6369,2.49827003479004
AFW,2009,50.8575706481934,9.0,,,1162479.0,,,,,,,,,,,91.2462997436523,87.1828308105469,,89.4817581176758,18.49557,2.90790009498596
AFW,2010,51.4170799255371,9.0,,,1259986.625,,,,,,,,,,,90.807445526123,93.0269355773925,91.802791595459,91.3504447937012,19.23991,2.78499007225036
AFW,2011,52.0264892578125,9.0,,,1439276.125,,,,,,,,,,,90.9203033447266,91.4940338134766,86.3168716430664,92.2216567993164,16.1532,2.6782546043396
AFW,2012,52.5731086730957,9.0,,,1354212.125,,,,,,,,,,,88.8289413452148,91.0519180297852,91.5097198486328,87.0432891845703,20.34201,2.8104145526886
AFW,2013,53.4217491149902,9.0,,,1674552.75,,,,,,,,,,,90.6206512451172,91.374828338623,88.3463134765625,89.3996276855469,21.37709,2.85070991516113
AFW,2014,54.1411399841309,9.0,,,1695825.5,,,,,,,,,,,93.0768432617188,,,,21.304925,2.66667008399963
AFW,2015,55.0066184997559,9.0,,,1700668.125,,,,,,,,,,,,,,,,2.98419797420501
AFW,2016,55.4657783508301,9.0,,,1758485.625,,,,,,,,,,,,,,,,2.66773080825806
AFW,2017,56.4721984863281,9.0,,,1829537.25,,,,,,,,,,,,,,,,3.36085367202759
AFW,2018,59.7473487854004,9.0,,,1895281.75,,,,,,,,,,,,,,,,3.0234580039978
AFW,2019,59.5536689758301,9.0,,,1856014.375,,,,,,,,,,,,,,,,3.04739952087402
AFW,2020,59.703239440918,9.0,,,1855718.875,,,,,,,,,,,,,,,,3.39874076843262
AFW,2021,60.0073204040527,9.0,,,1948438.625,,,,,,,,,,,,,,,,3.20348429679871
AFW,2022,60.2908515930176,9.0,,,1977578.25,,,,,,,,,,,,,,,,2.90529441833496
AFW,2023,60.5055503845215,9.0,,,2003641.75,,,,,,,,,,,,,,,,
IDA,1997,54.300121307373,,,100.0268,3228462.0,,,,,,,,,,,,,,,,
IDA,1998,55.5594596862793,7.0,,98.9444,3340764.25,,,,,,,,,,,,,,,,
IDA,1999,56.3888092041016,7.0,,97.10333,3419074.0,,,,,,,,,,,,,,,,2.64153003692627
IDA,2000,56.0110816955566,7.0,,102.6454,3486297.75,,,,,,,,,,,,,,,,2.51418507099152
IDA,2001,56.7197799682617,8.0,,106.0448,3602230.5,,,,,,,,,,,,,,,,2.68735003471375
IDA,2002,57.4326286315918,8.0,,108.6127,3716790.25,,,,,,,,,,,,,,,,2.81048011779785
IDA,2003,58.2269706726074,8.0,,108.9687,3935541.0,,,,,,,,,,,,,,,,
IDA,2004,58.8550796508789,9.0,,109.3608,4092586.75,,,,,,,,,,,,,,,,2.86219000816345
IDA,2005,58.9841804504395,8.5,,111.6666,4238579.5,,,,,,,,,,,,,,,,3.3096399307251
IDA,2006,57.7459297180176,9.0,,111.457,4345600.0,,,,,,,,,,,,,,,,3.00991988182068
IDA,2007,57.9397087097168,9.0,,111.378,4425913.0,74.31679,,,,,,,,,,,,,,,
IDA,2008,58.5265808105469,9.0,,113.1242,4582092.0,74.90126,,,,,,,,,,,,,,,3.2510449886322
IDA,2009,58.9762382507324,9.0,,112.0672,4782284.0,75.49311,,,,,,,,,,,,,,,3.25490999221802
IDA,2010,60.8083305358887,8.5,,111.5426,5014847.0,75.16147,,,,,,,,,,91.5107612609864,90.1006889343262,92.1287536621094,89.8392944335938,18.03359,3.10314500331878
IDA,2011,60.994140625,8.5,,113.736,5335553.0,76.00215,,,,,,,,,,,,,,16.02238,3.08540308475494
IDA,2012,61.0300102233887,8.5,,113.4776,5400704.5,76.44695,,,,,,,,,,90.2479858398438,91.2140884399414,92.1941032409668,,17.554835,3.37651991844177
IDA,2013,62.1590881347656,9.0,,113.3431,5822094.0,77.08502,,,,,,,,,,90.6206512451172,91.3862228393555,88.3463134765625,89.3996276855469,19.006485,3.30608010292053
IDA,2014,62.9177017211914,9.0,,114.1336,6076341.0,77.76583,,,,,,,,,,,,,,,3.45488202571869
IDA,2015,64.3584671020508,9.0,,113.6516,6233571.0,77.18493,,,,,,,,,,,,,,,3.36937510967255
IDA,2016,65.7542266845703,9.0,,113.8786,6491593.0,77.96156,,,,,,,,,,,,,,,3.22929000854492
IDA,2017,66.364616394043,9.0,,112.8269,6732133.0,77.9828,,,,,,,,,,,,,,,3.65234744548798
IDA,2018,67.3140869140625,9.0,,112.6861,6965944.5,78.47108,,,,,,,,,,,,,,,3.26730489730835
IDA,2019,68.0025634765625,9.0,,,6941354.5,,,,,,,,,,,,,,,,3.48568081855774
IDA,2020,68.2826690673828,9.0,,,6989765.5,,,,,,,,,,,,,,,,3.53101670742035
IDA,2021,68.7595062255859,9.0,,,7162389.5,,,,,,,,,,,,,,,,3.26533710956573
IDA,2022,69.1547012329102,9.0,,,7253047.5,,,,,,,,,,,,,,,,3.44491457939148
IDA,2023,69.515007019043,9.0,,,,,,,,,,,,,,,,,,,
IRL,1997,,,,,16202.0,,,,,,0.66118997335434,,,,,,,,,,
IRL,1998,,8.0,,103.78292,18002.0,99.76707,0.0805800035595894,,,,1.05473005771637,,,,,93.5982284545898,94.1532287597656,91.1564636230469,93.1386871337891,25.47865,4.28753995895386
IRL,1999,,8.0,,98.98831,21148.0,99.90151,0.0984899997711182,,,,1.09465003013611,,,,,93.2264785766602,91.3748397827148,87.5878219604492,90.9838790893555,27.14333,4.13379001617432
IRL,2000,,10.0,,99.84975,,99.95917,0.0408300012350082,,,,1.61735999584198,,,,,92.3212738037109,89.6995697021484,84.0328521728516,88.9014129638672,30.27471,4.13225984573364
IRL,2001,,10.0,,98.91189,21865.0,99.81717,0.182830005884171,,,,2.00103998184204,,,,,89.7435607910156,89.4940567016602,81.5961532592773,87.3647003173828,28.56122,4.08749008178711
IRL,2002,,10.0,,100.86216,22979.0,99.78042,0.219579994678497,,,,2.24405002593994,,,,,89.9449081420898,90.7215576171875,86.9394989013672,89.3920211791992,27.63626,4.10487985610962
IRL,2003,,10.0,,100.10548,23972.0,99.98098,0.0190200004726648,,,,2.07136011123657,,,,,91.6548309326172,92.0197067260742,95.0814514160156,92.6666564941406,24.85275,4.20493984222412
IRL,2004,,10.0,,97.66112,24792.0,99.90806,0.0919400006532669,,,,1.44586002826691,,,,,92.8484268188477,92.6580963134766,94.680061340332,93.236213684082,23.46116,4.48296022415161
IRL,2005,,10.0,,95.62726,25416.0,99.74148,0.258520007133484,,,,1.26013004779816,,,,,89.9815826416016,90.7530975341797,95.0599822998047,91.5611190795898,23.30093,4.51898002624512
IRL,2006,,10.0,99.5199966430664,98.6307,26833.0,99.88266,0.117339998483658,83.879997253418,41.6100006103516,66.2200012207031,1.27252995967865,,,,30.7600002288818,91.6194915771484,91.2606430053711,93.4657821655273,91.9516830444336,23.94685,4.54742002487183
